method,split,seed,episode,label,unsafe,score,threshold,flag,true_positive,false_positive,false_negative,true_negative,severity
random_flagger,nominal_valid,7,1,0,0,0.550708,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,2,0,0,0.939964,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,3,0,0,0.773800,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,4,0,0,0.728758,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,5,0,0,0.999519,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,6,0,0,0.141736,0.500000,0,0,0,0,1,1.0000
random_flagger,nominal_valid,7,7,0,0,0.028803,0.500000,0,0,0,0,1,1.0000
random_flagger,nominal_valid,7,8,0,0,0.210272,0.500000,0,0,0,0,1,1.0000
random_flagger,nominal_valid,7,9,0,0,0.603912,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,10,0,0,0.026598,0.500000,0,0,0,0,1,1.0000
random_flagger,nominal_valid,7,11,0,0,0.156914,0.500000,0,0,0,0,1,1.0000
random_flagger,nominal_valid,7,12,0,0,0.542593,0.500000,1,0,1,0,0,1.0000
random_flagger,nominal_valid,7,13,0,0,0.234194,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,0,0,0,0.041503,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,1,0,0,0.986440,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,0,2,0,0,0.957831,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,0,3,0,0,0.349671,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,4,0,0,0.087388,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,5,0,0,0.000321,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,6,0,0,0.599534,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,0,7,0,0,0.988988,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,0,8,0,0,0.400473,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,9,0,0,0.622166,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,0,10,0,0,0.002085,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,11,0,0,0.347122,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,12,0,0,0.219564,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,0,13,0,0,0.450634,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,0,0,0,0.995328,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,1,0,0,0.823014,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,2,0,0,0.263035,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,3,0,0,0.082924,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,4,0,0,0.941655,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,5,0,0,0.414798,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,6,0,0,0.632132,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,7,0,0,0.607756,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,8,0,0,0.166003,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,9,0,0,0.953292,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,10,0,0,0.241052,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,11,0,0,0.933692,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,1,12,0,0,0.028769,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,1,13,0,0,0.400396,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,0,0,0,0.008725,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,1,0,0,0.777533,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,2,2,0,0,0.225385,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,3,0,0,0.006321,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,4,0,0,0.124714,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,5,0,0,0.648559,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,2,6,0,0,0.006593,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,7,0,0,0.013053,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,8,0,0,0.440960,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,2,9,0,0,0.822982,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,2,10,0,0,0.999484,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,2,11,0,0,0.612170,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,2,12,0,0,0.981519,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,2,13,0,0,0.390984,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,0,0,0,0.894247,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,3,1,0,0,0.224311,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,2,0,0,0.335546,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,3,0,0,0.325889,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,4,0,0,0.035268,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,5,0,0,0.331111,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,6,0,0,0.910650,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,3,7,0,0,0.024318,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,8,0,0,0.545235,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,3,9,0,0,0.478792,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,10,0,0,0.999056,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,3,11,0,0,0.447256,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,12,0,0,0.192975,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,3,13,0,0,0.873146,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,4,0,0,0,0.060589,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,1,0,0,0.843068,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,4,2,0,0,0.880332,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,4,3,0,0,0.149324,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,4,0,0,0.198553,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,5,0,0,0.335265,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,6,0,0,0.749958,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,4,7,0,0,0.974274,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,4,8,0,0,0.069969,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,9,0,0,0.028312,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,10,0,0,0.412898,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,11,0,0,0.594976,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,4,12,0,0,0.090691,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,4,13,0,0,0.407606,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,0,0,0,0.067221,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,1,0,0,0.966691,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,2,0,0,0.762628,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,3,0,0,0.197290,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,4,0,0,0.556357,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,5,0,0,0.712585,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,6,0,0,0.945616,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,7,0,0,0.119685,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,8,0,0,0.277025,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,9,0,0,0.159448,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,10,0,0,0.236804,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,5,11,0,0,0.700660,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,12,0,0,0.626342,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,5,13,0,0,0.925877,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,0,0,0,0.272691,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,6,1,0,0,0.910680,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,2,0,0,0.046868,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,6,3,0,0,0.349229,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,6,4,0,0,0.595642,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,5,0,0,0.953728,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,6,0,0,0.945367,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,7,0,0,0.895121,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,8,0,0,0.780979,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,9,0,0,0.230162,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,6,10,0,0,0.033911,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,6,11,0,0,0.995335,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,12,0,0,0.580224,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,6,13,0,0,0.774935,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,0,0,0,0.188835,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,1,0,0,0.157816,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,2,0,0,0.145780,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,3,0,0,0.779067,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,4,0,0,0.850986,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,5,0,0,0.000107,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,6,0,0,0.146253,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,7,0,0,0.931581,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,8,0,0,0.106931,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,9,0,0,0.699344,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,10,0,0,0.595577,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,11,0,0,0.081647,0.500000,0,0,0,0,1,1.0000
random_flagger,rare_valid_bounce,7,12,0,0,0.994586,0.500000,1,0,1,0,0,1.0000
random_flagger,rare_valid_bounce,7,13,0,0,0.697642,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,0,0,0,0,0.863485,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,0,1,0,0,0.046950,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,2,0,0,0.269904,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,3,0,0,0.964885,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,0,4,0,0,0.396077,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,5,0,0,0.843303,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,0,6,0,0,0.026336,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,7,0,0,0.392280,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,8,0,0,0.188217,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,9,0,0,0.062975,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,10,0,0,0.203720,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,11,0,0,0.076454,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,0,12,0,0,0.901288,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,0,13,0,0,0.129468,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,0,0,0,0.142907,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,1,0,0,0.187576,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,2,0,0,0.006967,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,3,0,0,0.426199,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,4,0,0,0.166548,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,5,0,0,0.816773,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,1,6,0,0,0.529834,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,1,7,0,0,0.000103,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,8,0,0,0.249930,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,9,0,0,0.286612,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,10,0,0,0.018814,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,11,0,0,0.024922,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,1,12,0,0,0.827195,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,1,13,0,0,0.931409,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,0,0,0,0.999077,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,1,0,0,0.651932,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,2,0,0,0.911514,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,3,0,0,0.227830,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,2,4,0,0,0.278546,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,2,5,0,0,0.571981,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,6,0,0,0.824742,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,7,0,0,0.692812,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,8,0,0,0.910634,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,9,0,0,0.510330,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,10,0,0,0.948470,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,11,0,0,0.509625,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,2,12,0,0,0.182861,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,2,13,0,0,0.322890,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,3,0,0,0,0.330166,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,3,1,0,0,0.658640,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,2,0,0,0.762171,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,3,0,0,0.743751,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,4,0,0,0.268175,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,3,5,0,0,0.832812,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,6,0,0,0.251726,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,3,7,0,0,0.285866,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,3,8,0,0,0.612097,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,9,0,0,0.631476,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,10,0,0,0.547681,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,11,0,0,0.498193,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,3,12,0,0,0.998024,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,3,13,0,0,0.236515,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,4,0,0,0,0.758369,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,4,1,0,0,0.901213,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,4,2,0,0,0.176578,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,4,3,0,0,0.626601,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,4,4,0,0,0.618538,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,4,5,0,0,0.932154,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,4,6,0,0,0.075237,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,4,7,0,0,0.375543,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,4,8,0,0,0.460962,0.500000,0,0,0,0,1,1.0000
random_flagger,valid_clock_skew,4,9,0,0,0.522235,0.500000,1,0,1,0,0,1.0000
random_flagger,valid_clock_skew,4,10,0,0,0.620098,0.500000,1,0,1,0,0,1.0000
